ApplicantID,PastRelevantExperience,YearsOfRelevantExperience,HighestEducationLevel,YearOfBirth,Hired
109045,True,2,High School,2007,False
109046,False,0,Master,2004,False
109047,True,3,High School,2006,False
109048,True,2,Associate Degree,2004,False
109049,False,0,Bachelor,2000,False
109050,True,1,Associate Degree,2003,True
109051,False,0,Associate Degree,1996,False
109052,False,0,Bachelor,1997,False
109053,False,0,Bachelor,2002,False
109054,True,3,Associate Degree,2006,False
109055,True,2,High School,2007,False
109056,False,0,Master,1996,False
109057,False,0,High School,2007,False
109058,False,0,High School,2008,False
109059,True,4,Bachelor,1995,False
109060,False,0,Associate Degree,2004,False
109061,False,0,High School,2008,False
109062,True,8,Associate Degree,1998,True
109063,False,0,Associate Degree,2003,False
109064,False,0,High School,1999,False
109065,True,1,Associate Degree,2004,False
109066,False,0,Bachelor,2001,False
109067,False,0,Bachelor,2003,False
109068,False,0,Bachelor,1997,False
109069,False,0,Associate Degree,2004,False
109070,True,2,Bachelor,2004,True
109071,True,2,High School,2002,True
109072,True,2,High School,1994,False
109073,True,2,Associate Degree,2005,False
109074,False,0,Bachelor,2003,False
109075,True,4,Associate Degree,2004,False
109076,True,5,Bachelor,2004,False
109077,True,2,High School,2007,False
109078,False,0,High School,1992,False
109079,False,0,Bachelor,2002,False
109080,True,2,Associate Degree,1996,False
109081,True,8,Bachelor,2000,False
109082,True,1,High School,2002,False
109083,False,0,Associate Degree,1995,False
109084,True,6,High School,2002,True
109085,True,4,Bachelor,2000,False
109086,True,6,High School,2003,False
109087,True,4,High School,2005,True
109088,True,3,Associate Degree,2001,False
109089,False,0,High School,2005,False
109090,False,0,Associate Degree,2000,False
109091,True,1,Associate Degree,2003,False
109092,True,3,Bachelor,1998,False
109093,False,0,Associate Degree,2006,False
109094,False,0,Associate Degree,1997,False
109095,True,1,Associate Degree,2002,False
109096,False,0,High School,1995,False
109097,False,0,Bachelor,1995,False
109098,True,1,Bachelor,2003,False
109099,True,1,Associate Degree,2003,False
109100,True,1,High School,2003,False
109101,True,5,Associate Degree,2002,False
109102,True,2,High School,2007,False
109103,True,2,Associate Degree,2000,False
109104,True,3,High School,2003,False
109105,False,0,High School,2000,False
109106,True,1,High School,2007,False
109107,False,0,High School,1997,False
109108,True,2,Associate Degree,1999,False
109109,True,1,Bachelor,2002,True
109110,True,1,Associate Degree,2004,False
109111,True,5,Bachelor,1998,False
109112,False,0,Bachelor,2005,False
109113,True,2,Bachelor,2001,True
109114,False,0,Bachelor,1996,False
109115,True,1,Associate Degree,2004,False
109116,True,2,High School,2003,False
109117,True,2,Bachelor,2003,False
109118,False,0,High School,2004,False
109119,False,0,Bachelor,2000,False
109120,False,0,Associate Degree,1995,False
109121,True,1,Associate Degree,2002,False
109122,True,6,High School,1994,False
109123,True,2,Associate Degree,2002,False
109124,True,3,Associate Degree,2002,False
109125,True,1,Associate Degree,2004,False
109126,True,2,Associate Degree,2003,False
109127,True,5,Associate Degree,2003,False
109128,False,0,Associate Degree,2000,False
109129,False,0,Bachelor,1995,False
109130,True,2,High School,2007,False
109131,False,0,Associate Degree,2004,False
109132,False,0,Bachelor,1999,False
109133,True,1,Associate Degree,2004,False
109134,True,1,Associate Degree,2005,False
109135,True,1,Bachelor,1992,False
109136,False,0,High School,1998,False
109137,False,0,High School,2005,False
109138,True,1,Associate Degree,2003,False
109139,True,1,Bachelor,2002,True
109140,True,4,Associate Degree,2001,True
109141,True,2,Bachelor,1994,False
109142,True,7,Bachelor,1999,False
109143,True,1,High School,2007,False
109144,False,0,Associate Degree,2000,False
109145,False,0,Associate Degree,1994,False
109146,True,2,High School,2007,True
109147,True,1,High School,2006,False
109148,False,0,High School,2005,False
109149,False,0,High School,2005,False
109150,False,0,High School,2003,False
109151,False,0,Bachelor,2006,False
109152,False,0,High School,2006,False
109153,False,0,Master,1999,False
109154,True,6,Bachelor,2002,False
109155,True,5,Bachelor,1998,True
109156,True,4,High School,2004,False
109157,True,6,Bachelor,2003,False
109158,True,4,Associate Degree,1999,False
109159,True,1,Bachelor,2004,False
109160,True,3,Bachelor,2000,False
109161,True,4,High School,1997,False
109162,True,7,Associate Degree,1998,False
109163,False,0,Associate Degree,2002,False
109164,True,5,Associate Degree,2004,False
109165,False,0,Bachelor,2004,False
109166,False,0,Associate Degree,2006,False
109167,False,0,Associate Degree,1993,False
109168,False,0,Bachelor,1993,False
109169,True,1,High School,2008,False
109170,True,4,Associate Degree,2001,False
109171,True,1,High School,2001,False
109172,True,1,Associate Degree,2001,False
109173,True,1,Bachelor,1992,False
109174,True,1,High School,2008,False
109175,True,1,Associate Degree,2000,False
109176,False,0,High School,2007,False
109177,False,0,Bachelor,1998,True
109178,True,3,High School,2002,False
109179,True,7,Bachelor,2001,False
109180,False,0,High School,2006,False
109181,True,7,Master,1979,False
109182,True,9,Bachelor,1992,False
109183,False,0,High School,2005,False
109184,True,1,High School,2008,False
109185,True,1,Associate Degree,1997,False
109186,True,1,High School,2004,False
109187,False,0,Bachelor,2003,False
109188,True,1,High School,1997,False
109189,True,1,Bachelor,2004,False
109190,False,0,High School,2007,False
109191,True,1,High School,2004,False
109192,True,2,Associate Degree,2001,False
109193,False,0,High School,1996,False
109194,False,0,Associate Degree,2001,False
109195,True,1,Associate Degree,2001,False
109196,True,2,High School,2000,False
109197,True,2,High School,1998,False
109198,True,2,Bachelor,1999,False
109199,True,5,Bachelor,2004,False
109200,True,3,Bachelor,2002,False
109201,False,0,Associate Degree,2004,False
109202,True,3,Associate Degree,1992,False
109203,False,0,Associate Degree,2002,False
109204,True,2,Associate Degree,1997,False
109205,True,2,Associate Degree,1999,False
109206,True,1,Master,2004,False
109207,True,4,Bachelor,2002,False
109208,True,4,High School,2004,False
109209,True,2,High School,2005,False
109210,True,2,High School,2007,False
109211,False,0,Associate Degree,2003,False
109212,True,5,Bachelor,2002,False
109213,True,1,Master,2001,False
109214,True,2,Bachelor,2003,True
109215,False,0,Associate Degree,2005,False
109216,True,1,High School,2008,False
109217,True,1,High School,2008,False
109218,False,0,High School,2004,False
109219,False,0,Associate Degree,2002,False
109220,True,7,Associate Degree,2002,False
109221,True,5,Associate Degree,2000,True
109222,True,2,High School,2007,False
109223,True,4,Bachelor,1995,False
109224,False,0,Associate Degree,1998,False
109225,True,2,High School,2000,False
109226,True,3,Associate Degree,2002,False
109227,False,0,Bachelor,1999,False
109228,False,0,Master,1987,False
109229,True,2,High School,2007,True
109230,False,0,Associate Degree,2002,False
109231,False,0,Bachelor,1999,False
109232,False,0,High School,1999,False
109233,False,0,High School,2001,False
109234,True,3,Bachelor,2000,True
109235,True,1,Bachelor,2003,False
109236,False,0,Associate Degree,2005,False
109237,False,0,High School,1995,False
109238,True,2,Associate Degree,2002,False
109239,False,0,High School,2005,False
109240,True,3,High School,2006,False
109241,True,6,Master,2001,True
109242,True,1,High School,2008,False
109243,True,1,Associate Degree,2006,False
109244,True,1,High School,1995,False
109245,True,6,Associate Degree,2002,False
109246,True,6,Bachelor,1997,True
109247,False,0,High School,2008,False
109248,False,0,Bachelor,1992,False
109249,True,2,Associate Degree,2003,False
109250,False,0,High School,2006,False
109251,False,0,Bachelor,2003,False
109252,True,1,High School,2004,False
109253,True,2,High School,2007,True
109254,True,2,Bachelor,1998,True
109255,True,1,High School,2002,False
109256,True,4,Associate Degree,2005,False
109257,True,3,High School,2006,True
109258,False,0,Associate Degree,2001,False
109259,False,0,High School,2001,False
109260,True,1,Master,1999,False
109261,True,2,Associate Degree,2006,False
109262,False,0,High School,2007,False
109263,True,1,Associate Degree,2001,False
109264,True,3,High School,2004,False
109265,True,3,High School,2006,False
109266,True,1,Bachelor,1996,False
109267,False,0,Associate Degree,2001,False
109268,True,2,Bachelor,2002,True
109269,False,0,High School,2000,False
109270,False,0,Associate Degree,2006,False
109271,True,3,High School,2006,False
109272,True,2,Master,2000,False
109273,True,1,Associate Degree,2002,False
109274,True,1,Bachelor,1994,False
109275,False,0,High School,2007,False
109276,True,1,Bachelor,2005,False
109277,False,0,Bachelor,2003,False
109278,True,2,Associate Degree,1999,False
109279,False,0,Associate Degree,2001,False
109280,False,0,High School,2005,False
109281,True,3,High School,2006,False
109282,True,1,High School,2008,False
109283,True,3,Master,2000,False
109284,False,0,High School,2006,False
109285,True,9,Associate Degree,1996,False
109286,True,1,Bachelor,1998,True
109287,True,3,High School,2006,False
109288,True,3,High School,2005,False
109289,True,2,High School,1999,False
109290,True,2,Bachelor,1993,False
109291,True,3,Bachelor,1991,False
109292,True,2,High School,2007,False
109293,False,0,Bachelor,1998,False
109294,False,0,High School,1993,False
109295,True,1,High School,2008,False
109296,False,0,High School,1992,False
109297,False,0,High School,1992,False
109298,True,7,Associate Degree,2000,False
109299,False,0,High School,2006,False
109300,False,0,Bachelor,2001,False
109301,True,2,Associate Degree,2000,False
109302,True,5,Associate Degree,2004,True
109303,True,1,High School,2004,False
109304,True,6,Associate Degree,2003,False
109305,True,2,High School,2006,False
109306,True,8,Bachelor,1999,False
109307,True,1,High School,2007,False
109308,False,0,Master,2004,False
109309,True,6,Master,1997,False
109310,False,0,High School,2006,False
109311,True,2,High School,1999,False
109312,False,0,High School,1984,False
109313,False,0,Bachelor,2004,False
109314,False,0,Associate Degree,1995,False
109315,False,0,Associate Degree,2004,False
109316,True,3,Bachelor,1998,False
109317,False,0,Associate Degree,2004,False
109318,False,0,High School,2006,False
109319,True,3,High School,2006,False
109320,False,0,High School,2007,False
109321,True,1,Bachelor,1992,True
109322,True,5,Associate Degree,2003,False
109323,False,0,High School,2006,False
109324,True,1,High School,2004,False
109325,False,0,Associate Degree,2003,False
109326,True,1,Bachelor,1997,True
109327,True,1,High School,1999,False
109328,False,0,Bachelor,1995,False
109329,True,6,High School,1994,False
109330,True,5,Associate Degree,2000,False
109331,False,0,Bachelor,2000,False
109332,True,2,Associate Degree,2005,False
109333,False,0,High School,2007,False
109334,True,1,Associate Degree,2003,False
109335,True,5,High School,2001,False
109336,True,2,High School,2003,False
109337,True,1,High School,2008,False
109338,False,0,Bachelor,1999,False
109339,True,2,High School,2000,False
109340,True,5,High School,1998,False
109341,True,5,High School,1996,False
109342,False,0,High School,1997,False
109343,True,1,PhD,1999,False
109344,False,0,PhD,2003,False
109345,True,1,High School,2005,False
109346,True,1,High School,2004,False
109347,True,4,Bachelor,1993,False
109348,True,1,Bachelor,2001,False
109349,True,1,High School,2006,False
109350,True,1,Associate Degree,2005,False
109351,True,1,High School,2000,False
109352,True,2,Bachelor,2003,True
109353,True,1,Associate Degree,2005,False
109354,False,0,High School,2000,False
109355,False,0,Bachelor,2001,False
109356,False,0,High School,2005,False
109357,True,3,High School,1999,False
109358,True,3,Associate Degree,1985,False
109359,True,9,Bachelor,2000,False
109360,False,0,Bachelor,2004,False
109361,True,1,Master,1999,False
109362,False,0,High School,2007,False
109363,True,4,Associate Degree,2004,False
109364,False,0,High School,2005,False
109365,True,2,Associate Degree,1993,False
109366,True,1,Associate Degree,2005,False
109367,True,2,Bachelor,2002,False
109368,True,1,Associate Degree,2000,False
109369,True,2,Bachelor,2002,False
109370,True,2,Associate Degree,1992,False
109371,False,0,High School,2007,False
109372,True,1,Bachelor,1995,False
109373,False,0,Bachelor,2004,False
109374,True,4,Bachelor,1991,False
109375,False,0,High School,1999,False
109376,True,1,Bachelor,2004,True
109377,False,0,Associate Degree,2002,False
109378,False,0,Associate Degree,2003,False
109379,True,1,Associate Degree,2004,False
109380,True,2,Associate Degree,2006,False
109381,False,0,Associate Degree,2002,False
109382,True,1,Associate Degree,1999,False
109383,False,0,Bachelor,2000,False
109384,True,3,Bachelor,1998,False
109385,True,3,Bachelor,2002,True
109386,True,3,Associate Degree,2006,False
109387,True,1,Master,1997,False
109388,True,3,Bachelor,1996,False
109389,True,4,High School,2005,False
109390,True,2,High School,2007,False
109391,False,0,Associate Degree,2006,False
109392,False,0,High School,2007,False
109393,True,3,Bachelor,1998,True
109394,True,1,Bachelor,2001,False
109395,True,3,Associate Degree,1997,False
109396,True,2,High School,2004,False
109397,True,3,Associate Degree,2005,False
109398,True,1,High School,2008,False
109399,False,0,Bachelor,1988,True
109400,True,1,Bachelor,1999,False
109401,True,4,Bachelor,2004,True
109402,True,1,High School,2004,True
109403,False,0,Bachelor,1995,False
109404,False,0,Master,2002,False
109405,False,0,Associate Degree,1994,False
109406,True,2,High School,2007,False
109407,False,0,High School,2008,False
109408,False,0,Bachelor,2000,False
109409,False,0,Bachelor,1997,False
109410,True,3,Master,2003,False
109411,False,0,High School,2006,False
109412,True,4,PhD,2002,False
109413,False,0,Associate Degree,2006,False
109414,True,2,Associate Degree,2004,False
109415,False,0,High School,2006,False
109416,True,1,Associate Degree,2005,False
109417,True,2,Master,1999,False
109418,True,2,Bachelor,2001,True
109419,False,0,Bachelor,2002,False
109420,True,3,Associate Degree,2006,False
109421,False,0,High School,2001,False
109422,False,0,High School,2007,False
109423,False,0,High School,2005,False
109424,True,2,Associate Degree,2006,False
109425,True,3,Bachelor,2003,False
109426,False,0,Associate Degree,1994,False
109427,True,1,High School,2004,False
109428,False,0,High School,2006,False
109429,False,0,Associate Degree,2000,True
109430,False,0,High School,1996,False
109431,True,4,High School,2005,False
109432,False,0,High School,2007,False
109433,False,0,Master,2001,False
109434,True,3,PhD,2000,False
109435,True,2,Associate Degree,2002,False
109436,True,3,Associate Degree,1991,False
109437,True,4,High School,2003,True
109438,False,0,High School,2006,False
109439,True,1,High School,2007,False
109440,True,2,High School,2007,True
109441,True,1,High School,1992,False
109442,True,2,Associate Degree,2002,False
109443,True,8,Associate Degree,2001,False
109444,False,0,High School,2005,False
109445,True,1,Associate Degree,2005,False
109446,False,0,Master,1999,False
109447,True,2,High School,2007,False
109448,True,2,Bachelor,1994,True
109449,True,7,Bachelor,1990,False
109450,True,2,High School,2007,True
109451,False,0,Associate Degree,2001,False
109452,True,5,Master,2003,True
109453,True,2,High School,2002,True
109454,True,3,High School,2000,False
109455,True,1,Associate Degree,1998,False
109456,False,0,Associate Degree,2004,False
109457,True,2,Bachelor,2002,False
109458,True,3,Associate Degree,2002,False
109459,False,0,High School,2005,False
109460,True,2,Bachelor,1998,True
109461,False,0,High School,1998,False
109462,True,3,High School,1995,False
109463,False,0,Bachelor,2003,False
109464,True,3,High School,2006,False
109465,True,1,High School,2005,False
109466,False,0,Associate Degree,2006,True
109467,False,0,High School,2001,False
109468,False,0,Bachelor,2004,False
109469,True,1,High School,2008,False
109470,True,3,Bachelor,2000,False
109471,True,5,High School,2001,True
109472,True,3,High School,2006,False
109473,True,8,Bachelor,1995,False
109474,True,2,High School,2007,False
109475,False,0,Associate Degree,2004,False
109476,True,1,High School,2008,False
109477,True,3,Bachelor,2002,True
109478,False,0,Bachelor,2003,False
109479,True,5,Associate Degree,2003,False
109480,True,8,Bachelor,1997,False
109481,True,2,High School,2007,False
109482,False,0,Associate Degree,2003,False
109483,False,0,High School,2005,False
109484,False,0,Master,2002,False
109485,True,4,High School,2005,False
109486,True,2,High School,2003,False
109487,False,0,High School,1996,False
109488,False,0,Bachelor,1995,False
109489,True,6,Bachelor,2001,True
109490,False,0,High School,2007,False
109491,False,0,Associate Degree,2006,False
109492,True,10,Associate Degree,1995,False
109493,False,0,High School,2007,False
109494,True,8,Bachelor,1998,False
109495,False,0,High School,2005,False
109496,True,3,Associate Degree,2000,False
109497,True,2,Bachelor,2001,True
109498,False,0,Associate Degree,1997,False
109499,False,0,Bachelor,1999,False
109500,False,0,Bachelor,2001,False
109501,True,1,Associate Degree,1998,False
109502,True,1,High School,2002,False
109503,True,5,High School,2004,False
109504,True,1,High School,2005,False
109505,False,0,High School,2000,False
109506,True,3,Bachelor,2002,True
109507,False,0,Associate Degree,1999,False
109508,True,2,High School,2001,False
109509,True,1,High School,2006,True
109510,True,1,High School,2005,False
109511,False,0,Associate Degree,2000,False
109512,True,1,Associate Degree,1994,True
109513,True,4,Associate Degree,1996,False
109514,True,4,Bachelor,2004,False
109515,False,0,High School,2006,False
109516,True,2,Bachelor,2000,True
109517,False,0,Associate Degree,2006,False
109518,True,2,Bachelor,2005,False
109519,False,0,Associate Degree,2004,False
109520,True,2,Associate Degree,2000,False
109521,True,1,High School,1991,False
109522,True,1,High School,2008,False
109523,False,0,Bachelor,2002,False
109524,False,0,High School,2005,False
109525,False,0,Bachelor,1999,True
109526,True,2,High School,2002,False
109527,True,1,High School,2007,False
109528,True,2,Associate Degree,2002,False
109529,False,0,High School,2001,False
109530,True,2,Bachelor,2001,False
109531,False,0,Bachelor,1998,False
109532,True,3,Associate Degree,2006,True
109533,True,1,Associate Degree,2002,False
109534,True,1,High School,2006,False
109535,True,10,Bachelor,1996,False
109536,False,0,Bachelor,1998,False
109537,True,3,Associate Degree,2003,False
109538,False,0,High School,2005,False
109539,True,1,High School,1999,False
109540,True,1,High School,2002,False
109541,True,2,Bachelor,2003,True
109542,False,0,High School,1993,False
109543,False,0,High School,2007,False
109544,False,0,Bachelor,2006,False
109545,True,2,Associate Degree,1997,False
109546,False,0,Master,1989,False
109547,True,1,Master,1994,False
109548,False,0,Associate Degree,2003,True
109549,True,2,Master,1990,False
109550,False,0,High School,2005,False
109551,False,0,Bachelor,1998,False
109552,True,2,High School,2007,False
109553,True,1,High School,2007,False
109554,True,1,Bachelor,2002,False
109555,True,2,High School,1999,False
109556,False,0,High School,1996,False
109557,False,0,High School,2005,False
109558,True,2,High School,2005,False
109559,True,3,Bachelor,2005,False
109560,True,1,Associate Degree,2002,False
109561,True,2,Bachelor,2002,False
109562,False,0,High School,2008,False
109563,True,2,Associate Degree,2006,True
109564,False,0,High School,2004,False
109565,False,0,Bachelor,1996,False
109566,True,1,Bachelor,1989,False
109567,True,1,High School,2004,False
109568,True,7,Bachelor,1996,False
109569,True,2,Bachelor,2001,False
109570,True,1,High School,2006,False
109571,True,2,Associate Degree,1997,False
109572,True,2,High School,2007,False
109573,True,3,Master,2000,True
109574,False,0,Associate Degree,2005,False
109575,True,2,Associate Degree,1993,True
109576,False,0,High School,2005,False
109577,True,4,High School,2005,False
109578,False,0,Associate Degree,2005,False
109579,True,3,Associate Degree,1997,False
109580,False,0,Associate Degree,1996,False
109581,True,1,Associate Degree,1997,False
109582,False,0,Bachelor,2006,False
109583,True,1,High School,1993,False
109584,False,0,High School,1993,False
109585,True,2,Bachelor,2001,False
109586,True,1,Associate Degree,2001,True
109587,True,2,Bachelor,2006,False
109588,False,0,High School,2003,False
109589,False,0,Associate Degree,1999,False
109590,False,0,High School,2005,False
109591,True,1,Bachelor,1998,False
109592,True,1,Bachelor,2004,False
109593,True,1,Master,1988,False
109594,True,1,High School,1998,False
109595,True,5,Associate Degree,2001,False
109596,False,0,High School,2003,False
109597,True,3,High School,2005,False
109598,True,2,High School,2007,False
109599,True,1,High School,2008,False
109600,False,0,Bachelor,2002,False
109601,True,2,High School,2002,True
109602,True,1,High School,1988,False
109603,False,0,Associate Degree,1999,False
109604,False,0,High School,2007,False
109605,False,0,Associate Degree,2003,False
109606,False,0,Bachelor,1998,False
109607,True,6,Bachelor,2003,False
109608,True,3,Associate Degree,2004,False
109609,True,2,Bachelor,2000,False
109610,False,0,High School,2004,False
109611,True,3,High School,1997,True
109612,True,1,Associate Degree,1998,False
109613,False,0,Associate Degree,1994,False
109614,True,2,Associate Degree,2006,False
109615,False,0,High School,2008,False
109616,True,1,High School,2005,False
109617,False,0,High School,2002,False
109618,True,2,Associate Degree,1999,False
109619,False,0,Associate Degree,1998,False
109620,True,3,Associate Degree,2005,False
109621,False,0,High School,2004,False
109622,True,2,Bachelor,1992,False
109623,True,2,Associate Degree,2006,False
109624,False,0,High School,2007,False
109625,False,0,Bachelor,2002,False
109626,False,0,High School,1994,False
109627,True,2,Associate Degree,2001,False
109628,True,3,High School,2000,False
109629,True,2,High School,1999,False
109630,True,2,High School,2006,False
109631,True,8,Associate Degree,1999,False
109632,False,0,Bachelor,2002,False
109633,False,0,Bachelor,2003,False
109634,True,5,Associate Degree,1994,False
109635,True,1,Master,2003,False
109636,True,1,High School,2008,False
109637,True,4,High School,1999,False
109638,True,5,High School,2004,False
109639,True,2,Bachelor,2001,False
109640,True,10,Bachelor,1995,False
109641,True,2,Associate Degree,1992,True
109642,True,1,High School,1996,False
109643,True,2,High School,2007,False
109644,False,0,High School,2007,False
109645,False,0,Bachelor,2000,False
109646,False,0,Associate Degree,2004,False
109647,True,4,High School,2005,False
109648,False,0,PhD,2003,False
109649,False,0,High School,1996,False
109650,True,3,Associate Degree,2006,True
109651,False,0,High School,2005,False
109652,True,7,Bachelor,2002,False
109653,False,0,High School,2000,False
109654,True,2,Bachelor,2002,True
109655,False,0,Associate Degree,2004,False
109656,True,2,Associate Degree,2006,False
109657,False,0,Master,2000,False
109658,True,1,High School,2003,False
109659,True,4,Master,1995,False
109660,True,1,Associate Degree,2004,False
109661,False,0,Bachelor,2004,False
109662,True,3,Bachelor,1994,True
109663,False,0,High School,1999,False
109664,False,0,Bachelor,2000,False
109665,True,3,Bachelor,1996,False
109666,False,0,Associate Degree,2002,False
109667,True,1,High School,2008,False
109668,False,0,High School,1998,False
109669,True,2,Associate Degree,2002,False
109670,False,0,High School,2000,False
109671,True,1,Associate Degree,1995,False
109672,False,0,Bachelor,2004,False
109673,True,2,High School,1998,False
109674,False,0,Bachelor,2002,False
109675,False,0,High School,2000,False
109676,False,0,Associate Degree,2004,False
109677,True,1,Associate Degree,2004,False
109678,True,1,Associate Degree,2003,False
109679,False,0,Bachelor,2003,False
109680,True,2,Master,2002,False
109681,True,10,Bachelor,1994,False
109682,False,0,Bachelor,2001,False
109683,False,0,High School,1997,False
109684,True,5,Bachelor,1986,True
109685,False,0,Associate Degree,2004,False
109686,True,1,Associate Degree,2005,True
109687,True,3,Bachelor,1992,False
109688,True,3,Bachelor,1994,True
109689,False,0,High School,1998,False
109690,True,1,Bachelor,2004,False
109691,False,0,Associate Degree,2002,False
109692,True,1,High School,2004,True
109693,False,0,Associate Degree,1994,False
109694,True,2,Bachelor,2001,True
109695,True,2,Associate Degree,1994,False
109696,True,4,Associate Degree,1998,False
109697,True,5,Associate Degree,2000,False
109698,True,1,High School,1993,False
109699,False,0,Associate Degree,2002,False
109700,True,3,Bachelor,1998,False
109701,True,2,Associate Degree,1998,False
109702,True,2,Bachelor,2001,False
109703,True,2,Master,1999,False
109704,False,0,Bachelor,1999,False
109705,False,0,High School,1995,False
109706,True,8,Associate Degree,1999,False
109707,False,0,Associate Degree,2000,False
109708,False,0,Bachelor,2004,False
109709,False,0,Bachelor,1994,False
109710,True,3,Bachelor,2003,False
109711,True,3,High School,2006,False
109712,False,0,High School,2001,False
109713,True,9,Bachelor,1996,False
109714,False,0,High School,2003,False
109715,True,2,High School,2002,False
109716,True,4,High School,2005,False
109717,False,0,High School,2004,False
109718,True,3,High School,2006,False
109719,True,1,High School,2007,False
109720,False,0,High School,2004,False
109721,True,3,Associate Degree,2004,False
109722,True,9,Bachelor,1996,False
109723,True,2,High School,2007,False
109724,True,5,Associate Degree,2002,False
109725,False,0,High School,1990,False
109726,False,0,High School,1998,False
109727,True,3,High School,2002,False
109728,True,1,High School,2000,False
109729,True,5,Associate Degree,1993,False
109730,True,4,Bachelor,2001,False
109731,True,2,High School,2007,False
109732,True,2,Associate Degree,2000,True
109733,True,4,Associate Degree,2005,True
109734,True,2,Bachelor,1992,True
109735,True,3,Bachelor,2002,False
109736,False,0,Bachelor,2004,False
109737,False,0,Associate Degree,2003,False
109738,True,2,Associate Degree,1986,False
109739,False,0,Bachelor,1999,False
109740,True,1,Bachelor,2002,False
109741,False,0,Associate Degree,1997,False
109742,True,1,High School,2006,False
109743,False,0,High School,2007,False
109744,True,1,High School,2007,False
109745,True,2,Associate Degree,2004,False
109746,True,5,Bachelor,1996,False
109747,True,1,High School,1997,False
109748,True,2,Associate Degree,2000,False
109749,True,4,Master,1999,False
109750,True,5,Master,2004,False
109751,True,1,High School,2007,False
109752,False,0,Associate Degree,2001,False
109753,True,3,Associate Degree,2002,False
109754,True,2,Master,1999,False
109755,False,0,Bachelor,1995,False
109756,False,0,Bachelor,2004,False
109757,False,0,High School,2004,False
109758,True,2,High School,2000,False
109759,True,7,Associate Degree,2000,False
109760,True,2,Associate Degree,1996,False
109761,True,1,High School,2002,False
109762,True,5,High School,2001,False
109763,True,5,Associate Degree,1998,False
109764,False,0,Bachelor,1995,False
109765,True,1,High School,1999,False
109766,True,4,Master,2003,False
109767,True,4,High School,2005,False
109768,True,2,High School,1998,False
109769,False,0,Master,2002,False
109770,True,2,Associate Degree,2004,False
109771,True,5,Associate Degree,2004,False
109772,False,0,Associate Degree,1992,False
109773,True,1,Associate Degree,2003,False
109774,True,1,Associate Degree,2001,False
109775,False,0,Bachelor,2005,False
109776,False,0,Bachelor,2003,False
109777,True,4,Associate Degree,1996,False
109778,False,0,High School,2005,False
109779,True,4,Associate Degree,2002,False
109780,False,0,Bachelor,2003,False
109781,True,1,High School,2007,False
109782,False,0,High School,2008,False
109783,False,0,Bachelor,2003,False
109784,True,3,Master,2001,False
109785,True,2,Bachelor,1997,False
109786,False,0,Associate Degree,2004,False
109787,True,3,High School,2006,False
109788,True,2,Associate Degree,1997,False
109789,False,0,High School,2007,False
109790,False,0,High School,2005,False
109791,True,3,Associate Degree,2006,False
109792,False,0,Master,1999,True
109793,False,0,Associate Degree,2005,False
109794,False,0,Bachelor,1999,False
109795,True,1,Master,1998,False
109796,True,1,High School,2003,False
109797,False,0,Bachelor,2004,False
109798,True,3,High School,2004,False
109799,True,5,Associate Degree,1999,False
109800,True,2,Bachelor,1998,False
109801,True,4,Bachelor,2003,False
109802,False,0,Associate Degree,2000,False
109803,False,0,Associate Degree,2004,False
109804,False,0,Associate Degree,2005,False
109805,True,2,High School,1997,False
109806,False,0,Bachelor,2000,False
109807,True,2,High School,2007,False
109808,True,2,High School,2007,True
109809,True,1,Bachelor,1994,True
109810,False,0,High School,2004,False
109811,True,4,High School,2005,False
109812,True,2,Bachelor,1996,False
109813,False,0,Bachelor,2005,True
109814,False,0,Associate Degree,2004,False
109815,False,0,High School,2008,False
109816,False,0,High School,2006,False
109817,False,0,High School,1995,False
109818,True,2,High School,1996,False
109819,True,2,Associate Degree,1994,False
109820,True,1,Bachelor,2002,False
109821,True,2,High School,2006,False
109822,True,1,Associate Degree,2000,False
109823,True,7,Associate Degree,2002,False
109824,False,0,Associate Degree,1999,False
109825,False,0,Associate Degree,2001,False
109826,True,6,High School,2002,False
109827,True,3,Associate Degree,2004,True
109828,False,0,High School,2003,False
109829,True,2,Bachelor,1996,False
109830,False,0,Bachelor,2002,False
109831,True,6,Associate Degree,2002,False
109832,True,2,Bachelor,2001,False
109833,True,1,Associate Degree,2004,False
109834,True,4,High School,2005,False
109835,True,3,Bachelor,2006,False
109836,False,0,High School,1992,False
109837,True,5,Bachelor,1999,False
109838,False,0,Associate Degree,2006,False
109839,False,0,Associate Degree,2003,False
109840,True,4,High School,2005,False
109841,True,2,Bachelor,2006,False
109842,True,1,Bachelor,2003,False
109843,False,0,Associate Degree,1996,False
109844,True,4,High School,2005,False
109845,False,0,Associate Degree,2005,False
109846,True,1,Associate Degree,1999,False
109847,False,0,Associate Degree,1999,False
109848,True,2,Associate Degree,1998,False
109849,False,0,Associate Degree,2002,False
109850,False,0,High School,2004,False
109851,True,4,Associate Degree,2001,False
109852,True,5,Associate Degree,2004,False
109853,True,1,High School,2007,False
109854,False,0,Associate Degree,2006,False
109855,True,6,Associate Degree,1995,True
109856,True,2,High School,2000,True
109857,True,5,Associate Degree,2002,False
109858,False,0,High School,2007,False
109859,True,5,Bachelor,2002,False
109860,True,1,Bachelor,2002,False
109861,False,0,Associate Degree,2004,False
109862,True,5,PhD,1992,True
109863,True,1,High School,1996,False
